id_venda;id_usuario;id_produto;quantidade;data_venda
109;1645;987;2;2022-12-31 20:01:26
110;1821;158;1;2025-02-03 08:31:48
111;527;481;1;2025-02-02 13:35:06
112;9906;766;4;2023-09-30 05:49:37
113;9952;137;5;2022-05-08 08:35:52
114;2298;417;5;2025-07-31 03:43:09
115;2493;281;4;2023-10-28 04:05:42
116;9762;451;1;2022-02-28 01:49:46
117;444;39;3;2023-10-13 04:28:01
118;7945;626;1;2025-02-21 12:43:06
119;2651;557;3;2025-02-16 19:25:50
120;8168;628;5;2024-12-31 05:45:27
121;126;298;3;2025-01-03 00:25:55
122;7521;485;1;2021-10-20 06:53:27
123;7744;313;2;2022-10-08 05:23:50
124;3572;732;5;2022-10-10 05:51:55
125;3125;25;3;2023-04-02 17:22:55
126;7501;540;3;2023-02-20 14:30:10
127;2075;919;4;2024-02-15 12:53:47
128;3098;224;1;2023-11-17 07:26:00
129;3301;274;2;2024-02-03 15:02:03
130;2294;771;5;2024-01-21 15:59:13
131;8011;616;1;2022-08-17 14:43:30
132;5572;897;1;2023-07-22 10:40:53
133;7579;382;1;2023-10-16 08:46:37
134;9945;180;2;2023-10-18 14:20:34
135;2666;92;2;2023-11-03 23:14:43
136;366;767;2;2022-06-20 15:13:09
137;7825;67;2;2025-09-16 13:09:58
138;587;114;3;2024-09-30 18:38:19
139;3535;539;3;2023-12-18 03:10:03
140;1414;418;3;2022-09-09 12:48:04
141;297;743;5;2024-01-24 14:53:03
142;4478;278;3;2025-07-17 23:00:11
143;7715;368;2;2024-08-04 12:56:47
144;8088;950;4;2023-06-16 12:30:57
145;1898;753;1;2025-02-09 15:35:25
146;7929;989;5;2024-06-04 11:57:38
147;2796;669;3;2025-02-03 04:18:49
148;1239;241;2;2022-07-20 10:40:14
149;4588;48;3;2024-11-18 05:06:21
150;3549;908;1;2023-05-03 20:09:20
151;7332;275;4;2025-05-10 08:03:38
152;326;512;1;2023-05-24 13:43:43
153;6952;576;1;2025-07-05 07:32:16
154;9767;669;4;2025-07-08 19:43:52
155;4340;75;4;2023-10-11 03:05:43
156;8827;240;2;2023-10-25 03:16:33
157;3468;922;3;2021-12-06 01:49:56
158;9726;579;1;2024-05-28 16:01:43
159;8812;800;1;2025-05-28 06:03:09
160;5777;750;4;2023-03-18 10:31:08
161;9505;9;3;2025-05-18 17:19:43
162;2900;214;5;2021-09-29 00:02:59
163;9944;856;3;2025-02-18 18:55:34
164;5762;984;2;2022-09-24 15:52:36
165;8332;851;3;2022-06-05 14:20:40
166;8520;378;3;2025-02-12 03:50:09
167;3413;457;4;2022-04-11 04:23:39
168;5551;718;4;2024-05-22 07:39:44
169;5536;547;1;2024-12-18 05:51:29
170;4263;889;4;2024-08-21 11:09:09
171;4311;283;4;2024-10-02 06:49:08
172;1871;904;3;2023-12-06 07:35:07
173;8499;940;2;2024-10-12 17:41:17
174;6829;38;2;2023-04-20 06:54:42
175;8951;348;2;2025-01-05 10:49:48
176;7334;770;4;2025-04-10 09:28:11
177;382;418;2;2022-05-15 03:17:57
178;791;969;3;2024-08-03 11:39:53
179;3343;842;4;2023-09-19 00:26:37
180;6540;416;1;2023-08-10 00:47:57
181;6321;813;5;2022-05-20 10:04:50
182;2372;666;4;2022-03-28 04:11:29
183;9872;662;1;2021-11-24 20:16:35
184;8929;451;4;2023-02-20 02:08:26
185;7243;212;4;2024-01-15 14:54:42
186;2709;100;1;2025-02-05 08:03:34
187;9319;662;5;2024-08-02 12:25:56
188;1535;797;2;2024-08-10 07:30:13
189;3652;792;1;2025-03-29 10:38:07
190;5759;444;3;2024-10-03 22:18:26
191;3043;103;5;2022-01-19 08:26:00
192;6474;863;4;2025-07-01 01:09:00
193;4802;657;4;2022-10-04 12:05:50
194;8906;8;5;2024-08-17 07:06:53
195;7316;250;1;2023-01-29 06:01:16
196;481;423;4;2025-08-18 01:07:43
197;9231;60;3;2025-07-05 01:42:56
198;8227;96;5;2024-11-01 00:20:58
199;592;266;4;2025-06-05 12:11:47
200;911;390;2;2024-12-10 12:33:20
201;6229;432;2;2021-11-27 04:59:22
202;5219;491;4;2023-10-02 22:22:03
203;6133;404;1;2023-03-08 02:01:50
204;4054;4;5;2022-08-25 18:13:15
205;9879;730;3;2021-12-16 17:36:45
206;534;541;4;2023-02-16 03:45:53
207;2372;877;3;2024-11-16 23:53:14
208;4032;269;1;2024-09-06 05:53:55
209;2375;617;1;2025-02-14 15:18:05
210;2815;842;5;2022-09-12 20:16:23
211;6680;828;4;2024-12-24 01:28:53
212;9501;424;4;2022-02-20 06:51:16
213;5798;901;5;2024-04-25 20:40:26
214;8694;3;4;2023-12-06 15:55:39
215;5541;991;1;2023-08-13 07:17:58
216;2634;786;2;2024-03-27 00:04:03
217;1521;986;2;2022-08-15 15:37:44
218;5217;16;5;2023-09-10 02:37:51
219;5305;693;1;2022-06-15 09:07:36
220;7071;102;5;2024-09-04 13:12:55
221;1499;573;3;2022-05-17 03:21:58
222;8805;938;4;2022-01-22 21:02:44
223;3769;964;5;2022-10-06 06:22:40
224;1200;56;3;2025-09-05 15:15:16
225;6862;759;2;2021-11-10 12:31:04
226;2541;793;2;2024-11-02 14:27:16
227;2389;683;1;2024-02-12 08:02:37
228;6545;764;4;2023-05-12 10:20:51
229;1296;299;5;2025-02-28 12:17:12
230;3973;651;3;2025-08-24 09:30:00
231;5192;30;5;2022-09-28 11:37:41
232;5994;847;4;2022-04-20 19:06:36
233;1780;743;3;2023-02-13 19:00:51
234;2812;954;1;2023-12-12 17:56:33
235;9742;894;3;2022-05-06 11:01:12
236;1680;750;1;2023-12-15 03:01:13
237;9651;581;3;2023-10-11 21:51:25
238;9865;68;1;2024-03-12 04:00:58
239;9409;328;4;2022-10-06 02:01:04
240;2513;636;2;2023-02-08 18:48:48
241;3323;387;4;2024-03-21 21:47:38
242;7058;111;3;2025-01-11 13:16:50
243;1333;278;5;2021-10-24 03:07:25
244;2010;337;2;2025-02-18 21:23:50
245;5498;276;5;2024-03-19 15:03:17
246;5610;310;4;2025-09-06 17:27:30
247;2091;980;3;2023-04-13 17:27:21
248;9187;474;4;2022-08-13 02:00:42
249;9865;850;1;2023-01-29 05:28:43
250;6905;826;1;2024-06-18 10:33:22
251;3043;134;5;2023-06-30 19:28:44
252;299;465;3;2022-12-05 02:43:06
253;827;787;3;2024-11-15 14:33:12
254;5490;382;1;2023-01-02 15:23:36
255;8034;756;4;2025-07-27 12:06:46
256;686;190;4;2025-05-03 09:59:50
257;2442;750;4;2025-07-03 10:28:14
258;3053;615;4;2024-08-25 19:17:30
259;8903;829;2;2024-09-03 02:54:36
260;6001;770;1;2022-12-09 08:15:28
261;1063;985;1;2021-10-31 13:41:24
262;5068;169;3;2025-05-10 02:39:29
263;9258;269;1;2022-04-16 21:24:23
264;6785;997;3;2024-08-30 06:26:21
265;7502;129;1;2023-02-04 14:08:25
266;3489;910;3;2022-10-09 09:32:37
267;5012;52;3;2021-11-28 06:46:09
268;7925;601;1;2024-04-04 22:48:33
269;4441;409;3;2023-01-16 15:18:21
270;3139;319;4;2024-02-01 21:18:43
271;7547;833;1;2022-09-08 22:44:56
272;6724;369;3;2024-03-12 07:34:05
273;5800;822;3;2021-10-27 08:46:10
274;8355;864;5;2022-11-08 22:45:45
275;8933;123;1;2021-10-22 10:45:52
276;4909;759;3;2024-01-24 08:26:08
277;5214;912;3;2024-05-13 03:47:23
278;6838;775;4;2022-12-06 04:43:05
279;755;666;5;2022-11-29 14:54:44
280;7569;842;3;2022-05-07 11:10:20
281;8827;683;1;2024-04-18 22:36:12
282;9731;942;3;2025-08-28 15:34:36
283;3011;963;3;2024-01-29 06:36:22
284;6106;610;1;2021-12-26 22:03:00
285;2681;410;4;2022-01-16 19:41:00
286;4066;559;3;2022-02-06 16:09:42
287;1827;872;2;2024-12-23 11:59:27
288;4990;465;1;2022-07-29 04:57:11
289;6341;834;3;2025-03-21 02:35:23
290;3929;681;5;2022-05-23 09:52:21
291;9037;976;4;2024-09-05 09:45:31
292;9937;761;3;2024-01-03 23:52:40
293;7643;192;3;2023-03-11 10:30:34
294;1890;49;3;2021-12-16 18:01:07
295;2048;282;1;2024-02-27 23:04:09
296;5157;967;1;2024-09-29 20:29:14
297;283;294;3;2023-06-13 04:32:39
298;4179;464;4;2025-05-14 03:41:31
299;1379;822;4;2023-02-23 09:45:24
300;6852;189;4;2024-03-05 00:57:18
301;3333;302;1;2023-06-28 11:00:53
302;1354;492;5;2024-06-16 05:17:05
303;3869;410;4;2025-08-29 07:49:06
304;1220;931;2;2022-05-13 09:35:41
305;8338;23;4;2024-12-13 04:58:42
306;2751;129;3;2022-07-22 20:59:11
307;3984;169;4;2021-12-08 13:03:52
308;8023;177;3;2025-07-09 11:35:56
309;7527;536;1;2025-01-07 01:39:05
310;48;495;2;2023-02-10 17:56:11
311;8110;221;4;2023-05-18 14:49:39
312;1221;461;5;2022-09-26 23:42:42
313;2007;221;3;2023-03-16 06:45:28
314;1104;7;5;2022-03-12 02:52:02
315;3271;471;5;2025-07-22 11:28:17
316;1191;25;3;2023-09-01 20:52:08
317;7162;428;2;2025-02-06 20:55:52
318;1117;742;5;2022-09-28 16:22:02
319;1475;743;5;2024-05-13 04:05:04
320;5072;231;1;2023-12-19 09:28:38
321;3647;575;5;2023-07-13 03:38:32
322;2413;770;2;2022-10-07 15:22:30
323;2869;111;2;2024-07-21 01:41:59
324;1975;456;4;2023-11-28 13:31:57
325;1872;515;3;2021-12-11 08:53:52
326;9309;611;5;2024-08-24 03:48:48
327;3176;889;3;2023-11-18 14:24:24
328;5987;249;4;2024-08-20 21:21:45
329;7568;317;1;2022-04-20 19:52:37
330;9872;539;5;2024-03-23 06:18:01
331;9993;931;4;2024-08-22 14:38:50
332;8602;683;5;2021-12-25 16:22:45
333;5646;93;4;2023-06-11 01:50:15
334;5782;427;5;2023-09-26 23:33:47
335;3419;760;1;2022-05-18 03:29:15
336;5501;33;5;2023-07-22 04:50:43
337;6914;742;2;2022-04-17 10:25:30
338;4873;385;2;2022-10-09 13:49:42
339;5600;496;3;2025-07-07 15:24:02
340;5934;909;3;2023-05-25 15:27:39
341;1020;898;2;2024-11-12 16:55:48
342;7623;430;1;2024-03-01 22:31:18
343;6871;601;4;2023-02-14 00:55:35
344;4563;185;1;2023-09-30 17:38:45
345;923;386;3;2023-08-02 07:54:27
346;5080;731;2;2021-09-21 05:15:51
347;4213;232;2;2022-12-06 07:52:36
348;7319;648;2;2022-12-25 14:26:14
349;49;843;2;2023-11-23 11:15:43
350;1272;809;4;2023-12-18 01:45:44
351;3024;819;1;2024-07-19 09:42:43
352;7585;297;3;2023-07-12 05:57:11
353;1633;701;2;2024-09-12 10:44:20
354;2616;99;4;2022-12-12 16:54:05
355;2769;662;1;2025-06-20 20:14:20
356;2126;318;5;2023-03-13 09:29:08
357;701;219;5;2025-04-14 09:13:00
358;34;690;1;2025-05-15 02:14:27
359;2232;206;5;2022-04-03 01:51:06
360;7599;128;3;2022-07-09 21:10:21
361;1660;378;5;2022-12-29 20:55:42
362;5925;625;5;2025-08-13 17:49:54
363;4439;186;4;2023-08-23 01:20:08
364;3646;553;3;2022-04-13 20:52:30
365;3076;266;4;2022-12-19 17:55:21
366;552;622;1;2024-06-04 06:30:48
367;4676;836;3;2025-02-23 00:38:18
368;3123;282;2;2025-03-23 01:36:38
369;3422;206;1;2025-02-22 08:01:02
370;9056;74;1;2022-07-25 04:10:39
371;5874;284;1;2025-05-17 04:00:00
372;6773;74;2;2024-04-05 08:07:11
373;8874;236;3;2022-04-24 21:13:08
374;5631;926;2;2024-08-16 00:52:25
375;4182;980;5;2023-11-06 02:19:47
376;2572;115;2;2022-10-27 06:43:33
377;5742;841;2;2023-10-12 10:18:14
378;2234;787;5;2025-01-01 22:14:31
379;701;673;5;2024-02-21 00:24:47
380;6258;758;2;2021-10-17 14:36:00
381;3247;237;2;2022-01-17 08:57:20
382;4376;39;2;2024-03-12 14:49:01
383;4858;592;4;2021-12-12 00:03:23
384;63;202;1;2023-12-15 15:32:21
385;4282;382;5;2024-12-22 05:37:03
386;6153;581;5;2024-10-29 02:23:54
387;7341;723;2;2022-06-16 07:00:36
388;4458;852;5;2022-09-12 10:23:10
389;3668;177;5;2023-07-10 20:23:07
390;270;218;3;2024-12-17 17:20:49
391;9091;134;2;2022-03-10 23:27:53
392;6953;753;3;2023-05-06 02:36:55
393;528;426;1;2023-10-27 10:30:05
394;5452;165;5;2022-02-16 05:06:33
395;5281;399;1;2023-03-28 07:24:03
396;6705;382;2;2023-08-16 14:46:19
397;7508;299;4;2023-03-15 05:30:09
398;8919;673;5;2024-11-12 16:51:46
399;3240;914;2;2024-08-20 07:50:40
400;9610;879;1;2024-08-30 02:16:41
401;5878;481;4;2024-02-04 15:37:10
402;7406;844;2;2023-03-18 05:00:59
403;7136;449;1;2025-05-03 21:51:29
404;8183;986;2;2023-04-15 07:42:01
405;9650;845;4;2025-06-10 09:22:40
406;3752;872;1;2022-02-01 09:07:51
407;993;872;3;2025-07-16 21:10:02
408;9246;225;4;2023-11-16 06:07:59
409;9712;625;2;2021-11-07 08:28:18
410;4486;135;5;2023-07-19 18:27:27
411;7891;326;2;2024-09-08 03:03:40
412;6511;318;3;2022-02-15 09:38:57
413;3870;883;1;2024-01-20 10:53:45
414;3894;942;5;2022-10-25 15:49:58
415;4367;422;4;2023-05-14 19:44:22
416;377;139;4;2025-01-10 22:47:22
417;2557;682;3;2024-09-16 05:44:27
418;8922;64;5;2023-05-16 22:34:56
419;8660;750;3;2024-10-17 19:47:32
420;4428;489;5;2022-07-03 04:56:58
421;533;228;1;2022-10-30 03:20:00
422;1099;777;2;2022-01-18 23:06:33
423;4983;16;3;2024-09-15 07:56:05
424;1272;879;5;2025-04-27 03:27:29
425;6612;335;3;2023-06-18 17:52:35
426;1867;15;1;2022-08-28 01:08:29
427;2909;817;4;2021-11-17 00:52:34
428;9577;284;5;2025-01-03 11:53:03
429;6875;383;1;2022-08-02 08:56:44
430;8043;780;5;2022-07-11 13:08:56
431;8290;36;1;2024-08-10 13:09:42
432;6169;365;3;2024-09-20 14:46:47
433;4522;351;5;2024-09-19 05:25:03
434;8699;656;2;2025-05-25 07:02:30
435;4328;583;2;2022-07-06 14:37:09
436;6807;934;2;2024-12-03 06:58:13
437;2284;658;1;2023-10-05 03:40:48
438;111;865;4;2023-12-31 18:45:58
439;2472;379;2;2023-06-02 22:09:06
440;1558;892;2;2023-10-20 09:15:18
441;1992;527;3;2023-12-16 03:37:58
442;7967;714;1;2024-03-07 02:14:16
443;1987;395;4;2024-02-14 23:12:46
444;7768;42;5;2023-08-01 11:28:34
445;1680;208;3;2023-05-03 02:33:30
446;9237;457;4;2023-07-26 07:06:15
447;7899;599;1;2025-05-25 20:42:31
448;8179;313;4;2022-09-23 07:54:33
449;3748;816;4;2025-01-10 07:45:33
450;4689;335;2;2025-09-13 07:19:24
451;399;172;2;2022-02-07 15:32:32
452;76;267;5;2022-06-06 18:09:11
453;5295;552;4;2021-10-16 14:32:11
454;5916;540;4;2023-10-23 23:32:41
455;2399;721;4;2022-08-14 06:28:41
456;9867;132;5;2022-11-09 05:23:41
457;1800;450;2;2022-07-14 10:48:32
458;3949;56;3;2025-09-16 01:08:54
459;2988;123;3;2025-09-18 04:43:53
460;7720;787;2;2023-01-24 13:59:10
461;8387;687;1;2024-06-03 23:15:15
462;8873;624;4;2023-07-20 01:56:03
463;4971;105;3;2024-12-09 12:00:17
464;6582;811;5;2023-06-08 11:54:36
465;4433;411;1;2022-07-02 20:36:11
466;4771;310;3;2023-09-10 23:35:40
467;7552;190;2;2024-09-20 18:51:25
468;903;639;4;2022-09-21 20:01:33
469;3436;108;1;2023-12-11 11:30:08
470;9122;570;2;2021-11-28 22:43:07
471;1973;795;5;2022-03-23 17:10:27
472;9455;834;3;2024-02-08 11:28:01
473;2546;71;2;2024-01-20 04:50:40
474;4089;586;2;2024-08-07 13:40:53
475;2398;467;1;2023-01-19 03:30:32
476;4339;41;1;2024-07-25 15:30:28
477;9052;664;3;2023-05-12 14:55:13
478;1732;128;5;2022-09-27 08:55:21
479;6450;557;5;2022-05-01 01:36:02
480;5362;775;2;2022-04-21 17:06:09
481;2645;369;5;2024-08-31 05:38:21
482;4988;304;4;2024-05-25 15:26:39
483;7271;251;4;2021-12-30 06:37:55
484;2702;293;3;2022-12-24 20:43:07
485;7653;309;5;2023-06-24 19:35:22
486;4440;390;1;2023-03-09 15:08:50
487;7354;68;1;2024-04-07 01:45:03
488;9219;631;2;2022-07-06 09:04:16
489;7464;180;3;2024-07-27 18:40:46
490;9670;256;1;2022-02-01 17:52:57
491;5932;829;5;2025-08-08 20:03:54
492;8239;869;5;2022-09-21 10:04:11
493;8292;90;1;2023-07-01 05:28:12
494;3661;245;4;2023-08-30 01:58:10
495;4398;766;2;2023-07-15 23:36:25
496;4272;498;2;2022-05-02 13:39:30
497;4887;408;1;2023-09-04 17:41:54
498;9507;811;3;2023-10-05 18:05:38
499;7187;877;5;2021-11-26 08:52:16
500;5757;870;3;2022-05-14 03:08:27
501;6163;699;4;2021-10-06 21:24:05
502;5329;451;4;2023-03-29 02:22:27
503;2082;674;4;2024-06-03 11:03:22
504;5742;819;5;2023-02-17 17:36:03
505;4400;719;4;2024-09-27 04:59:23
506;5530;91;1;2024-01-01 15:34:19
507;7135;20;2;2025-05-27 10:01:45
508;7917;327;3;2025-01-02 00:23:46
509;3869;162;5;2025-07-03 19:35:47
510;1030;225;3;2025-06-21 00:06:58
511;9783;284;5;2022-09-02 19:24:10
512;8481;426;4;2023-07-26 08:29:50
513;9739;472;1;2022-01-07 13:32:32
514;1690;1;3;2022-06-30 10:22:29
515;5317;246;4;2022-05-17 22:18:43
516;1764;628;4;2024-02-14 09:43:39
517;304;914;2;2024-10-10 08:00:32
518;345;380;2;2022-04-24 03:56:35
519;4235;145;3;2024-03-01 18:09:30
520;3081;381;5;2023-12-31 09:03:01
521;4455;874;2;2025-09-01 10:00:11
522;5334;517;1;2023-07-13 10:05:09
523;3802;343;5;2025-08-24 15:53:03
524;8368;717;1;2021-12-12 09:38:04
525;7318;65;2;2025-03-17 13:46:39
526;2436;754;3;2022-07-12 13:36:47
527;3564;381;4;2022-07-24 00:06:03
528;5938;519;3;2024-11-05 16:31:02
529;5151;478;5;2024-10-07 19:25:56
530;1132;597;3;2022-06-22 05:56:53
531;6533;789;1;2024-06-02 11:02:30
532;3444;944;1;2025-05-15 12:33:10
533;9407;406;1;2023-11-06 14:33:53
534;9335;76;5;2024-02-23 05:17:30
535;1981;476;2;2022-03-01 13:04:22
536;5897;143;2;2024-04-08 21:14:03
537;3559;656;5;2023-01-01 20:41:23
538;9698;799;3;2022-09-22 19:35:13
539;3735;577;4;2024-04-16 22:06:35
540;4595;202;5;2022-02-22 00:09:10
541;5386;449;3;2024-11-10 07:31:37
542;1566;780;5;2023-05-02 23:41:49
543;7138;727;2;2023-02-09 21:51:13
544;3035;815;1;2024-09-13 03:30:38
545;7079;992;5;2024-02-25 16:10:51
546;5994;727;3;2024-09-17 09:34:51
547;7011;194;3;2021-09-20 05:18:30
548;5379;811;1;2023-07-10 07:37:26
549;7132;537;4;2023-12-09 02:37:10
550;7291;341;1;2023-07-25 00:38:47
551;9134;328;4;2022-04-11 12:25:33
552;2264;541;2;2024-06-24 09:35:31
553;3092;727;5;2024-11-09 00:32:38
554;8389;237;4;2024-01-16 01:32:02
555;1739;531;3;2024-07-14 07:28:24
556;6195;410;3;2022-11-03 15:29:46
557;4428;645;1;2024-04-30 04:12:35
558;1606;738;4;2024-09-14 20:07:38
559;4005;495;2;2022-02-28 02:37:02
560;3508;691;3;2023-03-24 16:59:25
561;9847;611;1;2022-10-26 20:51:30
562;6630;491;3;2024-04-23 21:23:23
563;4712;232;3;2022-04-10 12:10:51
564;4353;855;3;2024-07-10 05:40:25
565;335;933;5;2022-06-21 01:23:02
566;1460;370;3;2023-05-26 22:52:26
567;7446;361;1;2022-11-15 20:18:47
568;139;326;4;2024-07-03 23:42:44
569;885;702;5;2021-12-05 15:19:37
570;6594;772;3;2024-01-20 06:15:34
571;1451;732;1;2021-12-15 19:50:39
572;6752;524;5;2022-05-24 07:08:52
573;5649;147;2;2025-03-11 22:38:34
574;6724;510;2;2024-12-07 01:00:34
575;9615;849;5;2022-05-27 18:17:33
576;4584;523;1;2022-08-30 16:30:51
577;4406;377;1;2022-07-18 04:36:04
578;8886;884;2;2022-08-27 06:38:48
579;9645;140;5;2025-09-01 20:52:32
580;1084;895;5;2022-08-14 15:07:54
581;1543;940;2;2022-07-09 21:34:22
582;7187;672;3;2025-06-15 14:36:09
583;3376;547;2;2021-10-09 03:35:44
584;7592;778;4;2023-04-27 20:40:44
585;9001;374;3;2024-04-20 03:27:57
586;4364;509;2;2022-10-15 09:35:31
587;1476;800;3;2023-03-01 20:40:10
588;2228;397;3;2023-11-06 08:54:59
589;8469;404;4;2024-06-01 22:24:24
590;1981;62;3;2023-10-27 09:19:35
591;288;576;4;2022-05-06 16:33:11
592;269;392;1;2024-10-09 14:48:50
593;2379;459;5;2024-08-10 12:43:48
594;70;974;4;2023-09-01 00:21:15
595;8100;157;5;2024-06-23 04:14:56
596;3882;520;5;2023-10-02 19:03:42
597;2780;180;4;2022-01-23 02:33:15
598;2966;971;5;2022-05-01 05:38:45
599;6659;159;2;2022-12-18 16:51:08
600;9542;588;1;2021-12-31 02:13:37
601;8949;304;1;2024-08-10 07:20:38
602;3528;409;4;2022-10-22 00:37:02
603;3542;12;5;2024-05-25 22:20:52
604;7990;201;3;2025-05-08 18:00:07
605;4009;989;1;2023-12-29 23:00:06
606;4318;277;3;2023-07-17 17:14:44
607;5651;634;4;2022-02-19 21:39:04
608;8449;236;4;2021-12-15 01:14:29
609;6682;809;5;2024-04-24 18:59:14
610;8349;373;1;2024-10-21 01:46:31
611;560;739;3;2024-04-17 12:12:23
612;1555;266;2;2023-07-01 09:45:56
613;6617;538;4;2023-12-23 06:57:00
614;7986;521;5;2025-01-19 05:50:30
615;3508;42;2;2022-04-15 21:47:08
616;9136;333;2;2023-04-08 01:46:13
617;2904;859;5;2023-03-30 02:22:32
618;1291;630;4;2025-02-10 01:49:44
619;6612;987;2;2023-07-25 12:01:55
620;2247;794;2;2025-08-08 19:27:43
621;3517;520;1;2024-02-05 01:04:39
622;2704;102;5;2024-04-24 20:59:34
623;9894;312;5;2024-10-15 11:46:18
624;8223;602;4;2024-05-17 02:11:28
625;4749;486;1;2024-08-24 20:34:18
626;5163;103;5;2024-11-17 09:52:16
627;2345;591;4;2024-08-10 09:16:34
628;9191;800;4;2023-01-26 18:17:20
629;4343;171;4;2025-07-18 19:17:51
630;5186;700;4;2022-12-01 23:47:29
631;8215;61;2;2022-06-03 13:20:40
632;5517;319;3;2024-01-20 10:38:39
633;2433;772;1;2023-10-01 17:27:51
634;5915;193;2;2022-05-28 17:27:45
635;1332;917;2;2022-07-08 14:30:57
